location	lat	lon	txt	place
31.85555556,34.99805556	31.85555556	34.99805556	בשנת 2017 זו תהיה עובדה חשובה מאוד - מירושלים לתל אביב ב 30 דקות: גשר הרכבת מעל עמק איילון המכונה גשר 6 הוא הגשר הארוך ביותר במדינת ישראל. הגשר חולף מעל עמק איילון, והוא הוקם במסגרת קו הרכבת המהיר לירושלים. אורכו 1.2 קילומטר, וגובהו בנקודה הגבוהה ביותר מהקרקע הוא 40 מטרים. למעשה זהו גשר כפול - עבור שתי מסילות רכבת. כל אחד משני חלקי הגשר הכפול ניצב על גבי 24 עמודי בטון, ובסך הכל 48 עמודים. בניית הגשר הצריכה 100 אלף מטר מעוקב בטון ו-10 אלף טון פלדה. עלות הקמתו - כ-140 מיליון ש"ח. הגשר נבנה החל מהמחצית השנייה של 2006, ועד אמצע 2008. העמודים חלולים, כדי שיעמדו ברעידות אדמה. הם נבנו בשיטת בנייה הנקראת "תבנית מטפסת": יוצקים בטון לתבנית בגובה של כ-5 מטרים ולאחר מכן מרכיבים מעליה תבנית נוספת וחוזר חלילה. הגשר עצמו הוקם בשיטת בנייה נורבגית - הקרויה MSS (Movable Scaffolding System - מערכת פיגומים ניידת), שנוסתה בישראל לראשונה בבניית גשר זה. בשיטה זו מניחים תבנית יציקה ענקית בין שני עמודים, ויוצקים לתוכה מאות מטרים מעוקבים של בטון. לאחר מכן מזיזים את התבנית באמצעות כוחות הידראוליים אל המרווח שבין העמודים הבאים. כיוון הקמתו של גשר 6 היה ממערב למזרח. תוואי מסילת הרכבת ממודיעין לירושלים, עליו הוחלט בשנת 2001, מכונה חלופה A1. אורך הקטע שמאזור כפר דניאל בסמוך למודיעין ועד לתחנת הרכבת בנייני האומה הוא 28 קילומטר, והוא כולל 10 גשרים ו-3 מנהרות באורך כולל של כ-20 קילומטר. הגשר נבנה כדי לאפשר לרכבת לנסוע במהירות של 160 קמ"ש, ובכך לאפשר נסיעה מהירה מירושלים לתל אביב בפחות מ-30 דקות. גשר 6 חוצה את חלקו הצפוני של עמק איילון, וחולף מעל כביש 3 סמוך למודיעין. צדו המערבי סמוך מאוד ליישוב שעלבים וצדו המזרחי מסתיים בצלע גבעה, בסמוך לפארק קנדה, שם תיכנס הרכבת למנהרה מספר 1, שאורכה 3.5 קילומטר. הפרויקט כולל סלילת מסילה כפולה באורך של כ- 38 ק"מ בין מסילת נתב"ג-מודיעין לבין ירושלים, והקמת תחנה בין בנייני האומה והתחנה המרכזית בירושלים, בעומק של כ- 80 מטר תחת מפלס הרחוב. אורך המנהרות: 5 מנהרות באורך כולל של כ- 37 ק"מ (חלקן מנהרות כפולות). אורך הגשרים: 10 גשרים באורך כולל של למעלה מ- 6 ק"מ. https://he.wikipedia.org/…/%D7%92%D7%A9%D7%A8_%D7%94%D7%A8%… לסרטון בעניין הרכבת : http://www.mako.co.il/…/econ…/Article-0355910232a6e41004.htm	גשר הרכבת מעל עמק איילון
31.07,35.03	31.07	35.03	"מפעל טקסטיל" היה סיפור הכיסוי בתחילת דרכו של הכור הגרעיני בדימונה. (חזי עמיאל הזכיר לי שצריך להוסיף "על פי מקורות זרים" - חזי תודה) להפעלת הכור בתחילתו נדרשו לישראל כ-20-25 טונות של אורניום טבעי. את האורניום השיגה בד"כ ישראל, כמו את כל הפרויקט הגרעיני – בדרכים לא לגמרי ישרות. סיפור אחד מדגים זאת היטב: ב-17 בנובמבר 1968 הפליגה האונייה שירסברג איי (Scheersberg A) מאנטוורפן שבבלגיה לכיוון חופי גנואה שבאיטליה כשהיא נושאת דגל ליברי. על סיפונה היו 200 טונות של אורניום (עיסה צהובה) ב-560 מכלים. 15 ימים אחר כך הופיעה האונייה בחופי איסקנדוראן שבטורקיה - המטען נעלם. האונייה לא נחטפה אלא המטען הועבר על ידי אנשי מוסד בלב ים לאונייה אחרת ומשם לישראל. הצורך של ישראל במקורות לאספקת אורניום גבר עם האמברגו שהטילה צרפת על ישראל בעקבות מלחמת 67'. עד אז סיפקה צרפת אורניום ממכרות של מדינות אפריקה בהן גאבון, ניגריה ומדינות במרכז אפריקה. מקור נוסף לאספקת אורניום היתה ארגנטינה. במשך כל השנים הצליחה ישראל להפיק כמות מסוימת של אורניום טבעי מהפוספטים שבנגב. 100 קילו של אורניום מועשר (חומר המספיק לייצור 6 פצצות אטום) נגנבו ממפעל אמריקאי בפנסילבניה שבארה"ב בין השנים 1962 ו-1965 (מפעל NUMEC). ה-CIA קבע שהאורניום הועבר לישראל באמצעות מנהל המפעל, זלמן שפירו, יהודי שהיה קשור במוסד או בלק"ם. מקור אחר לאורניום היתה דרום אפריקה בתקופת שלטון האפרטהייד. מהחלטה סודית של בית משפט שדלפה ב-1994 התברר שישראל קיבלה מדרום אפריקה ב-1977 כ-600 טונות של אורניום אוקסיד בתמורה ל-30 גרם טריטיום - מבצע שזכה לכינוי "עלי תה" (teeblare באפריקנס). בהרחבה:	דימונה
32.702102777,35.29785	32.702102777	35.29785	בכתבי יוספוס פלאביוס (יוסף בן מתתיהו) בסיפרו "קדמוניות היהודים", הוא מזכיר יהודי בשם יעקב אחי ישו שנסקל לאחר מותו של הנציב הרומאי פורקיוס פסטוס ולפני מינויו של לוקיוס אלבינוס כנציב (קדמוניות כ' 9), הינו בשנת 62 לספירה. הכוהן הגדול באותה עת חנן בן חנן ניצל את הזמן שבין הנציבים, וכינס את הסנהדרין אשר שפטה את יעקב וגזרה את מותו לסקילה בגין כפירה ביהדות. הטקסט המקורי של יוספוס שובש על ידי נזירים שהעתיקו את כתביו ולא ניתן לזהות בוודאות את יעקב אחי ישו המוזכר בספר עם יעקב הצדיק (Saint James), אחי ישוע הנוצרי ובנו של יוסף חרש העץ מנצרת, ששימש כמנהיג הקהילה המשיחית-נוצרית בירושלים. למרות שיעקב הצדיק מוזכר בברית החדשה כדמות מרכזית בכנסיה לאחר צליבת אחיו, הוצאתו להורג לא מוזכרת בה, על אף שהיסטוריונים משערים בצורה מבוססת שכותב ספר מעשי השליחים הכיר את כתבי יוספוס.	נצרת
32.083333333,34.816666666	32.083333333	34.816666666	ההמצאה שיכלה לשנות את העולם: ב-28 ביוני 1981, ערב הבחירות לכנסת העשירית, התראיין יעקב מרידור, מבכירי המועמדים ברשימת הליכוד, לרשתות הרדיו, והודיע כי בידי מדען העובד עמו עלה להמציא מתקן לייצור אנרגיה המתבסס על תהליך כימי, בעל יעילות ותפוקה בלתי רגילות. להמחשת אופיה של ההמצאה, "מהפכה עולמית שעדיין לא ניתן לתפוס אותה", אמר למראיינת: "זה כאילו לקחת נורה רגילה של בית ואת מאירה במנורה הזאת עיר שלמה כמו רמת גן" . בזיכרון הקולקטיבי הישראלי שובש המשפט והפך להבטחה לנורה שתאיר את כל רמת גן. מרידור סיפר שביקש לעצור הזמנת ציוד לתחנת הכוח בזיקים לימים תחנת הכוח רוטנברג מדרום לאשקלון), שמא יתברר שהיא מיותרת לאור התגלית החדשה), וניבא חיסכון עצום בעלות האנרגיה בעולם. כמות חשמל שעולה בניו יורק 5 סנט תעלה רק סנט בודד. עוד הבטיח מרידור כי חומר הגלם אותו דורש מתקן האנרגיה החדיש אינו מתכלה ומצוי כולו בישראל. על המדען הממציא סיפר כי הוא יהודי דתי, תלמיד חכם. מקור השראתו הוא התלמוד המתאר את המקום שממנו הביאו חיטים לבית המקדש/ באותו יום הופיע מרידור גם בבורסת היהלומים והוסיף: "ההמצאה שלנו שווה בחשיבותה להמצאת הגלגל. ההמצאה עשויה להפוך את כל בארות הנפט הערביות למיותרות, והם יוכלו לשתות את הנפט שלהם אם ירצו." משנחשף כי הממציא, דני ברמן, הוא נוכל שהורשע בדין, הפך השר ללעג וקלס, והפרשה הוזכרה בלעג שנים רבות לאחר מכן. https://he.wikipedia.org/…/%D7%94%D7%A0%D7%95%D7%A8%D7%94_%…	רמת גן
30.5,34.916666666	30.5	34.916666666	יותר נמוך מזה כבר אי אפשר לרדת: קבוצת הכדורגל הכושלת ביותר בליגה ג' בישראל בעונה הקודמת (2014-15) היא מועדון ספורט עירוני כסייפה, אשר שיחקה בליגה ג' דרום, והיתה לקבוצה היחידה בליגה ג' שלא ניצחה אפילו לא משחק אחד (מתוך 20 המשחקים שהתקיימו). היא הפסידה 17 משחקים וסיימה בתיקו בשלושת המשחקים הנותרים. ובנוסף, לקבוצה הפחיתו ארבע נקודות, והיא סיימה את העונה עם 1- נקודות. ויש לציין שמועדון ספורט עירוני כסייפה מייצג את כסייפה, מועצה מקומית בדואית בין באר שבע לערד בה מתגוררים קרוב ל- 19,000 תושבים. היישוב הוקם כחלק מהתוכנית להקמת שבעה יישובים ליישוב הבדואים באזור הנגב. השישה הנוספים הם: רהט, חורה, ערערה-בנגב, תל שבע, שגב שלום ולקייה.	הנגב
31.159722222,35.023611111	31.159722222	35.023611111	יותר נמוך מזה כבר אי אפשר לרדת: קבוצת הכדורגל הכושלת ביותר בליגה ג' בישראל בעונה הקודמת (2014-15) היא מועדון ספורט עירוני כסייפה, אשר שיחקה בליגה ג' דרום, והיתה לקבוצה היחידה בליגה ג' שלא ניצחה אפילו לא משחק אחד (מתוך 20 המשחקים שהתקיימו). היא הפסידה 17 משחקים וסיימה בתיקו בשלושת המשחקים הנותרים. ובנוסף, לקבוצה הפחיתו ארבע נקודות, והיא סיימה את העונה עם 1- נקודות. ויש לציין שמועדון ספורט עירוני כסייפה מייצג את כסייפה, מועצה מקומית בדואית בין באר שבע לערד בה מתגוררים קרוב ל- 19,000 תושבים. היישוב הוקם כחלק מהתוכנית להקמת שבעה יישובים ליישוב הבדואים באזור הנגב. השישה הנוספים הם: רהט, חורה, ערערה-בנגב, תל שבע, שגב שלום ולקייה.	ערערה-בנגב
31.245277777,35.092777777	31.245277777	35.092777777	יותר נמוך מזה כבר אי אפשר לרדת: קבוצת הכדורגל הכושלת ביותר בליגה ג' בישראל בעונה הקודמת (2014-15) היא מועדון ספורט עירוני כסייפה, אשר שיחקה בליגה ג' דרום, והיתה לקבוצה היחידה בליגה ג' שלא ניצחה אפילו לא משחק אחד (מתוך 20 המשחקים שהתקיימו). היא הפסידה 17 משחקים וסיימה בתיקו בשלושת המשחקים הנותרים. ובנוסף, לקבוצה הפחיתו ארבע נקודות, והיא סיימה את העונה עם 1- נקודות. ויש לציין שמועדון ספורט עירוני כסייפה מייצג את כסייפה, מועצה מקומית בדואית בין באר שבע לערד בה מתגוררים קרוב ל- 19,000 תושבים. היישוב הוקם כחלק מהתוכנית להקמת שבעה יישובים ליישוב הבדואים באזור הנגב. השישה הנוספים הם: רהט, חורה, ערערה-בנגב, תל שבע, שגב שלום ולקייה.	כסייפה
32.96465,35.496	32.96465	35.496	עד היום, ירד העונה יותר גשם בבאר-שבע מאשר בצפת.	צפת
32.8778,35.272	32.8778	35.272	אילו נהר האמזונס היה זורם לכנרת הוא היה ממלא אותה תוך 5 שעות! לשם השוואה: לנהר הירדן זה היה לוקח כ-11 שנים. האמזונס הוא הנהר האדיר בנהרות תבל, הוא בעל עוצמת שפיעת מים הגדולה ביותר. הנהר ויובליו זורמים בשטחן של תשע מדינות. אגן הניקוז של האמזונס הוא כשטחה של יבשת אוסטרליה! חמישית מהמים המתוקים בעולם הזורמים לים מקורם באמזונס. עוצמת השפיעה של מי האמזונס היא בלתי נתפסת. אורכו של נהר האמזונס הוא 6,437 ק"מ. (אורכו של נהר הנילוס 6,857 ק"מ).לאורך למעלה ממחצית אורכו יכולות לשוט בו אוניות אוקיינוס גדולות. לנהר יש למעלה מ-1,100 יובלים גדולים ועוד אלפי יובלי משנה. 17 מיובליו הגדולים הם באורך של למעלה מ-1,500 ק"מ. בעת הצפות מפלס הנהר עולה ב-8 מ' והנהר מציף שטחים רבים. אפיק הנהר רחב ביותר ועומקו ברבע האחרון שלו כ- 30-50 מ'. הנוסע הספרדי פרנציסקו דה אורליאונה בן המאה ה-16 שיצא לחפש את ארץ הקינמון וגיזת הזהב המיתולוגית פגש באינדיאנים ארוכי שיער שנדמו לו כלוחמות האמזונות המיתולוגיות. הוא כינה את הנהר על שם אינדיאנים אלו. ייתכן ושם הנהר הוא שיבוש השם האינדיאני "אמזונו" שמשמעותו "המיית מי העננים".	יובלים
31.797777777,34.650277777	31.797777777	34.650277777	במלחמה ב1948 פלשו הכוחות המצריים עד היכן שמצוי כיום "גשר עד הלום", יש שאומרים בטעות כי עצרו אותם בפאתי אשדוד... מה שלא נכון, כי העיר אשדוד לא הייתה קיימת אז (אלא רק התיישבות ערבית בשם איסדוד). העיר אשדוד נוסדה רק בשנת 1956, בתאריך של היום (25.11), כאשר עלו על הקרקע 22 משפחות של עולים חדשים ממרוקו ובכך נוסדה העיר. מזל טוב!	אשדוד
32.8,34.983333333	32.8	34.983333333	הכדורגלן ליונל מסי, הזמר פבלו רוזנברג והמהפכן צ'ה גווארה - שלושתם נולדו באותה העיר - רוסאריו שבארגנטינה. פבלו רוזנברג היה הסולן של להקת הרוק "סטלה מאריס" ורוסאריו היא עיר תאומה של חיפה. חיפה מכונה גם "עיר הפועלים", מה שמתקשר לגווארה וגם לקבוצה החשובה בכדורגל בעיר...	חיפה
31.7681,35.2239	31.7681	35.2239	כמה עובדות על נשים בממשלות ישראל: - האישה הראשונה שכיהנה כשרה שהיא לא גולדה מאיר היתה שולמית אלוני, בשנת 1974. - האישה הראשונה שכיהנה כשרה בתיק ביצועי שהיא לא גולדה מאיר היתה שושנה ארבלי-אלמוזלינו, שרת הבריאות בין השנים 1986-88. - סגנית השר הראשונה היתה מרים גלזר-תעסה, סגנית שר החינוך והתרבות בין השנים 1981-84. - סגנית השרה הראשונה היתה מרינה סולודקין, סגנית שרת העלייה והקליטה (השרה היתה יולי תמיר) בממשלתו של ברק. ואגב, אותה מרינה סולודקין היתה סגנית שרת העלייה והקליטה גם בממשלתו השנייה של שרון (השרה היתה ציפי לבני) - הממשלה בה כיהנו הכי הרבה שרות במקביל היתה הממשלה הקודמת (ה- 33), בה כיהנו ארבע שרות במקביל למשך שנה ושמונה חודשים: יעל גרמן - שרת הבריאות, ציפי לבני - שרת המשפטים, סופה לנדבר - שרת העלייה והקליטה ולימור לבנת - שרת התרבות והספורט. - השרה שכיהנה בהכי הרבה משרדים היא ציפי לבני - שישה משרדים: שרה לשיתוף פעולה אזורי, שרת החקלאות ופיתוח הכפר, שרת העלייה והקליטה, שרת הבינוי והשיכון, שרת המשפטים ושרת החוץ. - הכי הרבה שרות שכיהנו במשרד אחד הן שלוש: משרד החינוך (שולמית אלוני, לימור לבנת ויולי תמיר), משרד התקשורת (שולמית אלוני, לימור לבנת ודליה איציק), משרד העלייה והקליטה (יולי תמיר, ציפי לבני וסופה לנדבר) והמשרד לאיכות הסביבה\הגנת הסביבה (אורה נמיר, דליה איציק ויהודית נאות).	משרד החינוך
31.8289,34.9262	31.8289	34.9262	שד הים הוא דג נורא למראה האחראי לאחד מהמחזות המרהיבים והמעודנים ביותר שמציע האוקיינוס. אחת לשנה יוצאת נקבת שד הים במחול מעגלי במהלכו היא פורסת צעיף שקוף וזהרורי ובו מיליוני ביצים. בתחילת השבוע שעבר, זכו המבקרים באקווריום של ניו-אינגלנד לצפות בהטלה והיא אף תועדה בסדרת תמונות מרהיבה שד הים האמריקאי (Lophius americanus) חי בחלקו הצפון מערבי של האוקיינוס האטלנטי. הוא שוכן קרקעית, וניתן למצוא אותו בעומקים שונים – החל במים רדודים בקרבת החוף ועד לעומק של 900 מטרים ויותר כאשר הוא מתרחק מהיבשה. חוקרים מקשרים את תנועת היצור הימי מהחוף ואליו להרגלי השרצה וחיפוש מזון. היצור האימתני מגיע בבגרותו לאורך 1.4 מטרים והוא מצויד במלתעות חזקות וגדולות במיוחד ובשיניים חדות. הוא אורב לטרפו כשהוא שרוע על הקרקעית, גופו מחופר בחול עד למחציתו. ממצחו מזדקר מחוש שקצהו השטוח מרקד בסמוך לפה הענק המוסווה היטב. המחוש מדמה תנועה של דגיג, המושכת אליו דגים תמימים שלא חושדים בדבר. הטורף הימי ניזון מתפריט מגוון של דגים וישנם אף דיווחים על פרטים שלכדו עופות ימיים שנחו על פני הגלים. פעם בשנה, מתרוממת נקבת הדג מעריסת החול ומרחפת במאונך לקרקעית הים. היא חגה במעגל, מתפתלת בתנועות נחשיות, ופורסת מתוך גופה רדיד שקוף עשוי ריר ומשובץ אלפי אלפים של ביצים זהרוריות. רדיד הביצים שאורכו, לו היה פרוס, 12 מטרים ורוחבו 1.5 מטרים מרחף במים שבוע ולפעמים יותר, בהתאם לטמפרטורת המים, עד לבקיעת הדגיגונים הזעירים מתוכו. במקרה של שדת הים מבוסטון, לא צפויים לבקוע מהביצים שדונים קטנים – משום שבאקווריום אין זכר. http://www.neaq.org/index.php	בקוע
32.377777777,34.983333333	32.377777777	34.983333333	אהוד דקל (1937-2013) היה ספורטאי רבגוני ביותר: * שחייה - הפועל גבעת חיים. אלוף 'הפועל' ב- 100 מ' חתירה (1954-5) * כדורעף - הפועל עין שמר (שם התגורר), הפועל המעפיל ונבחרת ישראל (42 הופעות) והיה מבכירי שחקני הכדורעף בישראל: השיג 11 תארים כשחקן: 6 אליפויות (4 עם הפועל עין שמר, 2 עם הפועל המעפיל) וגם 5 גביעי מדינה (3 עם עין שמר, 2 עם הפועל המעפיל). הוא הוביל את הפועל המעפיל כמאמן לשני דאבלים היסטוריים בעונות 1962/63, 1963/64 ובין היתר אימן את נבחרת הנשים של ישראל (במשך 18 שנים) ואת הפועל כפר סבא. * כדוריד - הפועל חדרה (קבוצה ששיחקה בליגה הלאומית - הליגה הראשונה) * כדורסל - הפועל גבעת חיים (שגם שיחקה בליגה הלאומית). שיחק שלוש עונות, ובהן קלע 324 נקודות. * כדורמים - הפועל גבעת חיים (שנה אחת, גם שיחקה בליגה הלאומית) * כדורגל - הפועל גבעת חיים (שבשנות ה- 60 היתה בליגה א' - הליגה השנייה בכדורגל הישראלי) ובהפועל חדרה. * אתלטיקה - התחרה בריצות קצרות (אבל לא מצאתי מידע קונקרטי על כך) מקור: הספר "שיאים וראשונים בישראל: ספר השיאים של ישראל" (בעריכת רפאל לירז), עמ' 138.	המעפיל
31.79306,35.24722	31.79306	35.24722	את פס הקול של סרט הקאלט "פלאש גורדון" (1980) ביצעה להקת הרוק "קווין". אבל כשעפרה חזה הקליטה שיר מחווה לסרט, הלחן שלו (מאת בצלאל אלוני) התעלם מהשפעת הלהקה ובמקום זה שילב בתוכו דווקא קטע מתוך פס הקול של "מלחמת הכוכבים" (מאת ג'ון ויליאמס).	בצלאל
32.570833333,34.951666666	32.570833333	34.951666666	מאיר אנשל רוטשילד היה סבו של הברון בנימין אדמונד רוטשילד. עשרה יישובים בארץ נקראים על שמו, על שמם של צאצאיו ועל שם כמה מבנות הזוג של צאצאיו:* מאיר שפיה.........מאיר-אנשל * בת שלמה..........בנו, סולומון * זכרון יעקב.........בנו, ג'יימס יעקב * מזכרת בתיה......רעיית הבן, בטי * בנימינה.............נכדו, הברון בנימין אדמונד רוטשילד * גבעת עדה........רעיית הברון רטשילד, עדה * אשדות יעקב.....נינו, ג'יימס יעקב * שדמות דבורה....רעיית הנין, דורותי-דבורה * שדה אליעזר......נכד נכדו, אליעזר * פרדס חנה.........נכדתו, חנה	זכרון יעקב
32.596897222,35.003197222	32.596897222	35.003197222	מאיר אנשל רוטשילד היה סבו של הברון בנימין אדמונד רוטשילד. עשרה יישובים בארץ נקראים על שמו, על שמם של צאצאיו ועל שם כמה מבנות הזוג של צאצאיו:* מאיר שפיה.........מאיר-אנשל * בת שלמה..........בנו, סולומון * זכרון יעקב.........בנו, ג'יימס יעקב * מזכרת בתיה......רעיית הבן, בטי * בנימינה.............נכדו, הברון בנימין אדמונד רוטשילד * גבעת עדה........רעיית הברון רטשילד, עדה * אשדות יעקב.....נינו, ג'יימס יעקב * שדמות דבורה....רעיית הנין, דורותי-דבורה * שדה אליעזר......נכד נכדו, אליעזר * פרדס חנה.........נכדתו, חנה	בת שלמה
32.789722222,35.524722222	32.789722222	35.524722222	שדה התעופה לוד (לימים נמל התעופה בן-גוריון) נחנך בשנת 1937, אך עוד לפני כן בשנות השלושים אחד מנמלי התעופה החשובים בעולם היה בישראל והיה דווקא ב... טבריה. המסלול המזרחי של חברת התעופה Imperial Airways טס להודו, פקיסטן ובסוף לאוסטרליה וניו-זילנד תוך כדי שהוא חונה חניית ביניים בכנרת לצורך תדלוק.	טבריה
32.0095,34.823597222	32.0095	34.823597222	בישראל קיימים מספר ישובים הכוללים את הספרות 3-5 7-8 ו10 גבעת השלושה, עין השלושה, קרית ארבע,מעלה החמישה, באר שבע,תל שבע, משמר השבעה,קרית שמונה,יד השמונה ונתיב העשרה.	משמר השבעה
31.3503,34.402597222	31.3503	34.402597222	בישראל קיימים מספר ישובים הכוללים את הספרות 3-5 7-8 ו10 גבעת השלושה, עין השלושה, קרית ארבע,מעלה החמישה, באר שבע,תל שבע, משמר השבעה,קרית שמונה,יד השמונה ונתיב העשרה.	עין השלושה
33.052197222,35.4076	33.052197222	35.4076	שמות ישובים בארץ, שמורכבים מראשי תיבות באופנים שונים:ארגמן............אריק רגב, גד מנלה - שני לוחמים שנפלו בבקעה. ייט"ב.............יד יצחק טבנקין. דורות.............ע"ש דוב רבקה ותרצה - בני משפחת הוז שנהרגו ....................בתאונת דרכים. דוב"ב............דוד בלוך בלומנפלד - מראשי תנועת העבודה בארץ ....................ישראל, שהיה ראש עיריית תל אביב. כפר אז"ר.......אלכסנדר זיסקינד רבינוביץ - היה סופר, עורך, ....................ביוגרף ומתרגם עברי. בני עי"ש........עקיבא יוסף שלזינגר - היה מבוני פתח תקווה. גבעת ח"ן.......חיים נחמן ביאליק. יד רמב"ם.......רבי משה בן מימון. כפר מל"ל......משה לייב לילינבלום - היה פעיל ציוני ואחד מאנשי ....................."חיבת ציון". כפר הרא"ה...הרב אברהם הכוהן קוק - הרב הראשי הראשון ....................לישראל. כפר הרי"ף.....ר' יצחק אלפסי - מגדולי הפוסקים, שחי בעיר פס ....................שבמרוקו בימי הביניים. בני רא"ם.......הרב אברהם מרדכי אלתר - שימש כאדמו"ר של ....................חסידות גור וכאחד ממנהיגי היהדות החרדית כולה. כרם מהר"ל...מורנו הגדול ר' ליווא - היה הרב הראשי של פראג ....................במאה ה-16. מצפה אבי"ב.אברהם יעקב ברוור -היה גיאוגרף והיסטוריון. עין הנצי"ב....נפתלי צבי יהודה ברלין - ציוני דתי שהטיף לעליה ...................ולהתיישבות בארץ ישראל. נוה אטי"ב.....אברהם המאירי, טוביה שרקינגר, יאיר אלגרנטי ובנימין ...................חדד - לוחמי סיירת אגוז שנפלו בקרבת מקום. אבני איתן.....אבנר גוברין, בני חנני, יהודה אריה (קציני נחל מוצנח ...................שנהרגו במלחמת יום כיפור ברמת הגולן) אילנה בולה, ...................יונה סובר, תמר נחמה דרור (נהרגו ממוקש בגולן), ...................ונחמה עשירה. בית חג"י......חנן קרוטהמר, גרשון קליין ויעקב צימרמן - תלמידי ...................ישיבת ההסדר שנרצחו בקרבת מקום. יעף.............יישוב ששמו מאגד בתוכו שלושה יישובים הנמצאים ..................בסמוך אליו: כפר יעבץ, עזריאל, פורת. עלי זהב.......עליזה בגין (תודה לניר פרל). ברקאי.........בני עבודה רומניה קיבוץ ארץ ישראל. קליה...........קם לתחיה ים המוות. אפעל..........ע"ש אגודת אידישע נציונאלר ארביטער פארבאנד, ..................בתרגום לעברית. ניל"י...........נצח ישראל לא ישקר. ביל"ו..........בית יעקב לכו ונלכה. חב"ד..........חכמה, בינה, דעת. נתיב הל"ה..על שם הל"ה שיצאו לעזרת גוש עציון. גבעת כ"ח...על שם 28 בחורים מחטיבת אלכסנדרוני שנהרגו בסמוך .................במלחמת העצמאות. ניר ח"ן.......לזכר 58 הנספים במטוס אל על שהופל מעל שמי ................בולגריה. בסמ"ה......חיבור של שלושה יישובים: ברטעה, עין אסהלה .................ומועאוויה. זרעית.........זכר רוזנוואלד ישאר תמיד (תודה לאלי בר יהלום). נעמ"ה........נוער עברי מיישב הבקעה (תודה ללולי מרז'רו)http://www.lif.ac.il/maim/shemot_michael_485.pdf.	דוב"ב
32.4,34.883	32.4	34.883	שמה העברי הוותיק של ציפור הסיקסק הוא "שרוני מזויין". שרוני- שכן היה נפוץ באזור השרון בזמן שניתן לו שם זה. מזויין- בשל הדורבן שיש לו במפרק הכנף שבעזרתו הוא תוקף פולשים טריטוריאליים: כלבים, שועלים וכיוב', שעלולים לחמוס את הביצים של בני הזוג. מקור:	השרון
32.789722222,35.524722222	32.789722222	35.524722222	מטוס F-15 טס במהירות מירבית של מעל 3000 קמ״ש. המרחק בין טבריה לבין דמשק הוא כ-100 קילומטר ולפיכך ניתן לטוס בין טבריה לדמשק תוך 2 דקות (על פי וויקי המהירות המקסימלית הנקובה היא 2.5 מאך).https://en.wikipedia.org/wiki/McDonnell_Douglas_F-15_Eagle http://www.globalsecurity.org/…/sys…/aircraft/f-15-specs.htm	טבריה
29.55,34.95	29.55	34.95	עובדה ראשונה.. :) פראן הילי (Fran Healy), סולן להקת טראוויס (Travis), כתב את השיר "Why does it always rain on me?" כאשר היה בביקור בישראל, והחליט לרדת לעיר הדרומית אילת בשביל לספוג קצת שמש , בשל מזג האוויר האירופי הגשום והקר, אך בדיוק באותם ימים שביקר באילת היו ימים של גשם...מה שהוביל לכתיבת השיר.מקור (ויקיפדיה): https://en.m.wikipedia.org/…/Why_Does_It_Always_Rain_on_Me%…תמונה באיכות לא הכי טובה...אבל מתוך הקליפ.	אילת
