place	location	lat	lon	answers	categories	question	score	story	right_answer
גבעתיים	32.070722222,34.811666666	32.070722222	34.811666666	["גלי עטרי","נטע ברזילי","משה דץ","יזהר כהן"]	["אישים"]	מי מהבאים נולד/ה בגבעתיים?	4	יזהר כהן ('זמר', 'שחקן תיאטרון') נולד בגבעתיים בשנת 1951	יזהר כהן
גבעתיים	32.071722222,34.811666666	32.071722222	34.811666666	["רמי הויברגר","דרור קרן","עודד תאומי","יגאל נאור"]	["אישים"]	מי מהבאים נולד/ה בגבעתיים?	3	יגאל נאור ('שחקן תיאטרון', 'שחקן קולנוע') נולד בגבעתיים בשנת 1958	יגאל נאור
גבעתיים	32.072722222,34.811666666	32.072722222	34.811666666	["נסלי ברדה","טל ברמן","ורדה רזיאל-ז'קונט","נועה ירון-דיין"]	["אישים"]	מי מהבאים נולד/ה בגבעתיים?	3	נועה ירון-דיין ('סופר', 'מנחה טלוויזיה') נולדה בגבעתיים בשנת 1972	נועה ירון-דיין
גבעתיים	32.073722222,34.811666666	32.073722222	34.811666666	["שולה חן","אתי לוי","מיקי קם","מירי אלוני"]	["אישים"]	מי מהבאים נולד/ה בגבעתיים?	3	מירי אלוני ('זמר') נולדה בגבעתיים בשנת 1949	מירי אלוני
גבעתיים	32.074722222,34.811666666	32.074722222	34.811666666	["נתן זהבי","אסף בן צבי","שאול אמסטרדמסקי","יאיר גרבוז"]	["אישים"]	מי מהבאים נולד/ה בגבעתיים?	3	יאיר גרבוז ('צייר') נולד בגבעתיים בשנת 1945	יאיר גרבוז
גבעתיים	32.075722222,34.811666666	32.075722222	34.811666666	["ברכה צפירה","אורנה דץ","אריק איינשטיין","יפה ירקוני"]	["אישים"]	מי מהבאים נולד/ה בגבעתיים?	3	יפה ירקוני ('זמר') נולדה בגבעתיים בשנת 1925	יפה ירקוני
גבעתיים	32.076722222,34.811666666	32.076722222	34.811666666	["הלל שמיד","יוסף קריספל","חנא מוויס","חופני כהן"]	["אישים"]	מי מהבאים נולד/ה בגבעתיים?	3	חופני כהן ('זמר') נולד בגבעתיים בשנת 1946	חופני כהן
גבעתיים	32.077722222,34.811666666	32.077722222	34.811666666	["גיא גודס","ליאור ליובין","אפי בירנבוים","עודד קטש"]	["אישים"]	מי מהבאים נולד/ה בגבעתיים?	3	עודד קטש ('כדורסלן', 'מאמן כדורסל') נולד בגבעתיים בשנת 1974	עודד קטש
גבעתיים	32.078722222,34.811666666	32.078722222	34.811666666	["מתן וילנאי","הרצל שפיר","גדי אגמון","אבי זמיר"]	["אישים"]	מי מהבאים נולד/ה בגבעתיים?	2	אבי זמיר נולד בגבעתיים בשנת 1958	אבי זמיר
גבעתיים	32.079722222,34.811666666	32.079722222	34.811666666	["קלמן ליבסקינד","ארז תדמור","אראל סג\"ל","זאב קם"]	["אישים"]	מי מהבאים נולד/ה בגבעתיים?	2	זאב קם ('עיתונאי') נולד בגבעתיים בשנת 1979	זאב קם
גבעתיים	32.080722222,34.811666666	32.080722222	34.811666666	["איריס לעאל","יקי יושע","אראל סג\"ל","ליעד שהם"]	["אישים"]	מי מהבאים נולד/ה בגבעתיים?	2	ליעד שהם ('סופר', 'משפטן', 'עורך דין', 'סופר ילדים') נולד בגבעתיים בשנת 1971	ליעד שהם
גבעתיים	32.081722222,34.811666666	32.081722222	34.811666666	["אבי לרנר","בועז דוידזון","נתן זהבי","אבי ארד"]	["אישים"]	מי מהבאים נולד/ה בגבעתיים?	2	אבי ארד ('איש עסקים', 'מפיק בפועל', 'מפיק קולנוע') נולד בגבעתיים בשנת 1948	אבי ארד
גבעתיים	32.082722222,34.811666666	32.082722222	34.811666666	["גיא גודס","מורן רוט","חן ליפין","מוטי ארואסטי"]	["אישים"]	מי מהבאים נולד/ה בגבעתיים?	2	מוטי ארואסטי ('כדורסלן', 'מאמן כדורסל') נולד בגבעתיים בשנת 1954	מוטי ארואסטי
גבעתיים	32.083722222,34.811666666	32.083722222	34.811666666	["ואץ","חרבין","מילוז","דנקרק"]	["ערים ויישובים"]	מי מהערים הבאות אינה עיר תאומה של גבעתיים?	2	לגבעתיים 7 ערים תאומות. דנקרק, עיר תאומה של רמת השרון, היא לא אחת מהן. 	דנקרק
מעלה אפרים	32.070277777,35.403611111	32.070277777	35.40361111		wiki records			נימפית הקוציץ - נימפית הקוציץ (שם מדעי: Melitaea arduinna) הוא פרפר נדיר ממשפחת הנימפיתיים הנפוץ במספר אתרים ביוון ובולגריה ועד אלטאי שבדרום רוסיה. בארץ התגלה הפרפר בשני אתרים, האחד צפונית לצפת והשני במעלה אפרים שבבקעת הירדן.	נימפית הקוציץ
תל אביב	32.0709465,34.7711688	32.070946500	34.7711688		songs			אצל ציון / מאיר אריאל - שלומעליכמיסיטים, בוגרשוביסטים, חובבי ציון, בן-יהודאים ונס ציונאים (ועוד) כל אלה הם שמות הרחובות הקרובים ל"אצל ציון": בוגרשוב, חובבי ציון, בן יהודה, נס ציונה, שלום עליכם, וכו'...        המקום באמת קיים. "אצל ציון" - הירקון פינת טרומפלדור.        מאיר אריאל היה לקוח קבוע של השניצל של ציון. בין הלקוחות הקבועים הרבים האחרים נמצא גם שמוליק קראוס שגר בטרומפלדור פינת הירקון.     נכתב ע"י TheEggman	אצל ציון
בית הקברות נחלת יצחק	32.071111111,34.801111111	32.071111111	34.801111111	["היו זמנים/שושנה דמארי","חיים שלמים/אייל גולן","חיילים אלמונים/אברהם שטרן","חיים טובים/חמי רודנר"]	["שירים","מקומות"]	איזה שיר מבין השירים הבאים מתקשר בצורה כלשהי לבית הקברות נחלת יצחק?	4	השורה "מִשּׁוּרָה מְשַׁחְרֵר רַק הַמָּוֶת" חקוקה על קברו של שטרן, בבית הקברות נחלת יצחק..	חיילים אלמונים/אברהם שטרן
התרוממות (פסל)	32.072222222,34.779166666	32.072222222	34.779166666	["אניש קאפור","ציונה שמשי","יצחק דנציגר","מנשה קדישמן"]	["תרבות ואמנות"]	מי יצר את הפסל התרוממות (פסל)?	3	הפסל התרוממות (פסל) נוצר על ידי האומן מנשה קדישמן (נולד בשנת 1932 ונפטר בשנת 2015) בתל אביב-יפו	מנשה קדישמן
התרוממות (פסל)	32.073222222,34.779166666	32.073222222	34.779166666	["יד לילדי הגולה","האנדרטה למייסדי העיר תל אביב","פסל-ים","התרוממות (פסל)"]	["תרבות ואמנות"]	איזה פסל, שבסביבתכם, מבין הפסלים הבאים, נוצר ע"י מנשה קדישמן?	3	הפסל התרוממות (פסל) נוצר על ידי האומן מנשה קדישמן (נולד בשנת 1932 ונפטר בשנת 2015) בתל אביב-יפו	התרוממות (פסל)
גבעתיים	32.07225,34.81253	32.07225	34.81253		 בידור			גבעת חלפון אינה עונה (1976) - חלפון הוא שם בעל מסעדה בגבעתיים בה ישבו יצחק שני ואסי דיין בזמן שחיפשו שם לסרט. הם שילבו אותו עם השם של הסרט המיתולוגי גבעה 24 אינה עונה	גבעת חלפון אינה עונה (1976)
בית הכנסת הגר"א	32.072472222,34.765888888	32.072472222	34.765888888	["יעקב ריבלין","לוי רבינוביץ","אריאל משעל","הגאון מווילנה"]	["אישים"]	על שם מי קרוי בית הכנסת הגר"א	4	בית הכנסת הגר"א (בית כנסת בתל אביב-יפו)  קרוי על שם הגאון מווילנה	הגאון מווילנה
מצודת זאב	32.07293333,34.77495833	32.07293333	34.77495833	["טאואר-ג'אז","מאפיית ברמן","The Israel Project","הליכוד"]	["חברות וארגונים"]	אם אסע למצודת זאב, איזה משרד ראשי של חברה או ארגון אוכל לבקר?	5	המשרדים של הליכוד, מפלגה ימנית ישראלית, ממוקמים במצודת זאב	הליכוד
מגדל הקריה	32.07294722,34.78921111	32.07294722	34.78921111	["מלונות פתאל","כתר פלסטיק","The Times of Israel","בנק מרכנתיל דיסקונט"]	["חברות וארגונים"]	אם אסע למגדל הקריה, איזה משרד ראשי של חברה או ארגון אוכל לבקר?	5	המשרדים של בנק מרכנתיל דיסקונט ממוקמים במגדל הקריה	בנק מרכנתיל דיסקונט
כיכר התזמורת ע"ש ליאונרד ברנשטיין	32.07305278,34.77951111	32.073052780	34.77951111		wiki records			דפני ליף - ביולי 2011, עם סיום חוזה שכירות הדירה שלה בתל אביב,6 התקשתה ליף לשכור דירה אחרת בשל מחירי השכירות הגבוהים. ליף הקימה אוהל מגורים בשדרות רוטשילד ופתחה דף "אירוע" ברשת החברתית פייסבוק, שבו הזמינה אנשים להצטרף למאהל מחאה נגד מחירי הדיור שהוקם ב-14 ביולי בשדרות רוטשילד, סמוך לכיכר הבימה בתל אביב.7 רבים הצטרפו למחאה, שזכתה לשם "מחאת האוהלים", והציגו דרישות בנוגע ליוקר המחיה ולמקורות ההכנסה של מעמד הביניים בישראל.	דפני ליף
גן מאיר	32.07321944,34.77318889	32.07321944	34.77318889	["עירית מאיר","קרין מאיר רובינשטין","בן-ציון מאיר חי עוזיאל","מאיר דיזנגוף"]	["אישים"]	על שם מי קרוי גן מאיר	3	גן מאיר (גן בתל אביב-יפו)  קרוי על שם מאיר דיזנגוף	מאיר דיזנגוף
גן מאיר	32.07421944,34.77318889	32.074219440	34.77318889		songs			גן מאיר / דנה ברגר - ברגר סיפרה שכתבה את השיר בראש השנה שנת 2000, כאשר גרה בדירה קטנה מול גן מאיר בתל אביב. היא כתבה את השיר לאחר שנפרדה מבחור שאיתו חייתה הרבה זמן ובעצם, פרקה מעין 'משפחה'. היא חשה לבד, ומול הבדידות הזאת עמד ערב החג, לובשי הלבן והאחווה. בהמשך סיפרה ברגר כי בדיוק באותו הערב שכתבה את השיר, הודיעו לה שהיא זמרת השנה והאלבום 'על הקצה' שיצא כמה שבועות לפני כן לחנויות, הצליח מאוד, מה שרק חידד את האירוניה והניגוד לבדידות ולדעיכה שהיא חשה.            "ירח זורח מעל גן מאיר"        "ראש השנה בחוץ בפנים הכל שבור לי"        טעות עובדתית: לא יכול להיות שירח זורח בראש השנה שחל, כידוע, בתחילת החודש העברי - זמן מולד הירח שבו הוא אינו נראה.	גן מאיר
גן מאיר	32.07521944,34.77318889	32.075219440	34.77318889		songs			שיר בסביבתך (גן מאיר) ! גן מאיר/דנה ברגר, מילים ולחן: דנה ברגר, מילים ולחן: דנה ברגר ------ זורח מעל  גן מאיר |   | אני לא מצליחה להרגיש בבית | צריך להרפות'	גן מאיר
מגדלי עזריאלי	32.074322222,34.792080555	32.074322222	34.792080555	["הלשכה המרכזית לסטטיסטיקה","קרן קיימת לישראל","התנועה","בזק"]	["חברות וארגונים"]	אם אסע למגדלי עזריאלי, איזה משרד ראשי של חברה או ארגון אוכל לבקר?	5	המשרדים של בזק, חברת טלקומוניקציה, שנוסדה בשנת 1984, ממוקמים במגדלי עזריאלי	בזק
מגדלי עזריאלי	32.075322222,34.792080555	32.075322222	34.792080555	["צים","הראל השקעות","תיק דבקה","מלונות פתאל"]	["חברות וארגונים"]	אם אסע למגדלי עזריאלי, איזה משרד ראשי של חברה או ארגון אוכל לבקר?	3	המשרדים של מלונות פתאל, חברה ישראלית העוסקת במלונאות, ממוקמים במגדלי עזריאלי	מלונות פתאל
מגדלי עזריאלי	32.076322222,34.792080555	32.076322222	34.792080555	["טבע תעשיות פרמצבטיות","רשות השידור","סטימצקי","כלל ביוטכנולוגיה"]	["חברות וארגונים"]	המשרדים של איזו מהחברות או מהארגונים הבאים ממוקמים במגדלי עזריאלי?	1	המשרדים של כלל ביוטכנולוגיה, חברת השקעות ישראלית בתחום הביוטכנולוגיה, ממוקמים במגדלי עזריאלי	כלל ביוטכנולוגיה
הקריה	32.07479167,34.78795	32.07479167	34.78795	["שטראוס גרופ","פרטנר תקשורת","המפלגה הקומוניסטית הישראלית","חיל האוויר הישראלי"]	["חברות וארגונים"]	המשרדים של איזו מהחברות או מהארגונים הבאים ממוקמים בהקריה?	5	המשרדים של חיל האוויר הישראלי, זרוע האוויר והחלל של צה"ל, ממוקמים בהקריה	חיל האוויר הישראלי
הקריה	32.07579167,34.78795	32.075791670	34.78795	["מפלגת ש\"ס","נייס מערכות","הרשות לקידום מעמד האישה","חיל הים"]	["חברות וארגונים"]	אם אסע להקריה, איזה משרד ראשי של חברה או ארגון אוכל לבקר?	5	המשרדים של חיל הים, זרוע הים של צה"ל (צבא הגנה לישראל), ממוקמים בהקריה	חיל הים
הקריה	32.07679167,34.78795	32.076791670	34.78795	["נריה","השפלה","הטחנה","הקריה"]	["ערים ויישובים","שמות נוספים"]	איזה מקום נודע גם בשם - מַחֲנֶה רַבִּין	4	הקִרְיָה הוא שמו של מתחם במרכז העיר תל אביב-יפו המשמש כיום את צה"ל, משרד  הביטחון, משרדי ממשלה וגופים ממלכתיים אחרים. הקריה נמצאת בין הרחובות שאול  המלך מצפון, קפלן מדרום, דרך בגין ממזרח ולאונרדו דה וינצ'י ממערב. בחלקו  הצפוני והמגודר של המתחם (צפוני מרחוב קפלן), שוכן בסיס המטכ"ל – מחנה רבין,  על שם רב-אלוף יצחק רבין. בשפת היומיום, משתמשים במונח "הקריה" כדי לתאר את  "מחנה רבין".	הקריה
דיזנגוף סנטר	32.07520278,34.77483889	32.075202780	34.77483889		wiki records			דיזנגוף סנטר - יריד האוכל - יריד אוכל הגדול בישראל, מתקיים מדי חמישי ושישי מאז שנת 199814. היריד מציע מגוון רחב של אוכל ביתי, בסגנונות בישול שונים, את המנות ניתן לקחת הביתה או לאכול במקום. היריד מאגד למעלה מ 45 מציגים המציעים אוכלממגוון רחב של מטבחים מכל העולם. כמו כן קיים ביריד מגוון נוסף של סוגי מאכלים ובהם אוכל טבעוני, צמחוני, ומגוון של אוכל ללא גלוטן.	דיזנגוף סנטר
דיזנגוף סנטר	32.07620278,34.77483889	32.076202780	34.77483889	["אלתא מערכות","החזית הדמוקרטית לשלום ולשוויון","קרן רש\"י","המקום הכי חם בגיהנום"]	["חברות וארגונים"]	המשרדים של איזו מהחברות או מהארגונים הבאים ממוקמים בדיזנגוף סנטר?	2	המשרדים של המקום הכי חם בגיהנום, אתר חדשות ודעות ישראלי, ממוקמים בדיזנגוף סנטר	המקום הכי חם בגיהנום
מגדל מרגנית	32.075277777,34.788333333	32.075277777	34.78833333		wiki records			מגדל מרגנית - מגדל מרגנית הוא מבנה משרדים ומגדל תקשורת השוכן במחנה רבין בקריה בתל אביב-יפו. המגדל הוקם בשנת 1987 על ידי חברת סולל בונה, בתכנונם של האדריכלים יוסף אסא, אדם מזור ואלי פירשט. בעת הקמתו היה המבנה הגבוה ביותר בישראל, (אחריו מגדל שלום). מגדל מרגנית הפך עד מהרה לאחד מסמליה של העיר, אך מעמדו ככזה נפגע עם הקמת מגדלי עזריאלי.	מגדל מרגנית
בית הקברות טרומפלדור	32.075631,34.770033	32.075631	34.770033	["בית הקברות בהר הזיתים"," בית הקברות הר הרצל"," הר המנוחות"]		באיזה בית קברות נקבר אריק איינשטיין ז"ל?	4	אריק איינשטיין נקבר בבית הקברות טרומפלדור, ליד גדולי התרבות הלאומית כדוגמת אחד העם, נחום גוטמן, שאול טשרניחובסקי וחיים נחמן ביאליק.	בית הקברות טרומפלדור
גוש דן	32.076323,34.789471	32.076323	34.789471	["חולון","מולדת","כביש 75","גוש דן"]	["ערים ויישובים","שמות נוספים"]	איזה מקום נודע גם בשם - תל אביב רבתי	5	גוש דן הוא שמו המקובל של אגד הערים שבמרכזו תל אביב-יפו, ושמהווה את הטבעות  הפנימיות של מטרופולין תל אביב, ולפעמים מתייחס למטרופולין כולו. בכל הגדרה,  גוש דן הוא השטח העירוני וריכוז האוכלוסייה הגדול בישראל. מקור השם הוא בשבט  דן אשר נחלתו הייתה באזור גוש דן המודרני.	גוש דן
תיאטרון הקאמרי	32.07684722,34.7847	32.07684722	34.7847	["יורם (שיר)/יהודה פוליקר","שיר ערש דווי/שלומי שבן","שיר ערש (אלתרמן)/חווה אלברשטיין","שיר ערש לאלישבע/ג'וזי כץ ושמוליק קראוס"]	["שירים","מקומות"]	איזה שיר מבין השירים הבאים מתקשר בצורה כלשהי לתיאטרון הקאמרי?	4	'שיר ערש''' (הידוע גם במילותיו הראשונות '''היכל ועיר נדמו פתע''') הוא שיר ערש שחיברו נתן אלתרמן וסשה ארגוב עבור המחזמר "אסתר המלכה". בהקשר המחזה שר ליצן החצר את השיר למלך אחשוורוש בלילה שבו נדדה שנת המלך. המחזמר לא זכה להצלחה וירד מבימת תיאטרון הקאמרי עד מהרה. אולם השיר נותר בזיכרון הציבורי-תרבותי וזכה לביצועים רבים..	שיר ערש (אלתרמן)/חווה אלברשטיין
העיר הלבנה	32.077777777,34.773888888	32.077777777	34.773888888		songs			שיר בסביבתך (העיר הלבנה) ! העיר הלבנה/אתניקס, מילים ולחן: זאב נחמה, מילים ולחן: זאב נחמה ------ שניכם עפים מאהבה | פורסים כנף מעל  העיר הלבנה |   | כשתפקחי את העיניים תלכו על מים  | לב'	העיר הלבנה
גבעת שמואל	32.078055555,34.848888888	32.078055555	34.848888888	["סופי צדקה","מיכל ינאי","שלמה בראבא","גלית גיאת"]	["אישים"]	מי מהבאים נולד/ה בגבעת שמואל?	4	גלית גיאת ('שחקן', 'מנחה טלוויזיה', 'שחקן תיאטרון', 'מדבב') נולדה בגבעת שמואל בשנת 1971	גלית גיאת
גבעת שמואל	32.079055555,34.848888888	32.079055555	34.848888888	["אריק איינשטיין","עפרה חזה","ציפי שביט","עוזי חיטמן"]	["אישים"]	מי מהבאים נולד/ה בגבעת שמואל?	4	עוזי חיטמן ('מלחין', 'זמר', 'פזמונאי', 'מנחה טלוויזיה') נולד בגבעת שמואל בשנת 1952	עוזי חיטמן
גבעת שמואל	32.080055555,34.848888888	32.080055555	34.848888888	["שלמה בניזרי","זאב רוזנשטיין","משה לוינגר","יעקב אלפרון"]	["אישים"]	מי מהבאים נולד/ה בגבעת שמואל?	4	יעקב אלפרון נולד בגבעת שמואל בשנת 1955	יעקב אלפרון
גבעת שמואל	32.081055555,34.848888888	32.081055555	34.848888888	["ישראל זגורי","מיכאל זנדברג","לירון וילנר","ראובן עובד"]	["אישים"]	מי מהבאים נולד/ה בגבעת שמואל?	2	ראובן עובד ('כדורגלן') נולד בגבעת שמואל בשנת 1983	ראובן עובד
גבעת שמואל	32.082055555,34.848888888	32.082055555	34.848888888	["אמנון זכרוני","אלדד יניב","משה מחובר","ערן חרמוני"]	["אישים"]	מי מהבאים נולד/ה בגבעת שמואל?	2	ערן חרמוני ('פוליטיקאי', 'עורך דין') נולד בגבעת שמואל בשנת 1980	ערן חרמוני
גבעת שמואל	32.083055555,34.848888888	32.083055555	34.848888888	["מגישי ציפורי לילה","מלחינים ישראלים","אישים שהונצחו על בולי ישראל","חברי להקת פיקוד המרכז"]	["אישים","מה משותף"]	מה משותף לילידי גבעת שמואל עוזי חיטמן וגלית גיאת?	2		חברי להקת פיקוד המרכז
גבעת שמואל	32.084055555,34.848888888	32.084055555	34.848888888	["שופרסל","הבית היהודי","משרד החוץ","מדרשת אוריה"]	["חברות וארגונים"]	אם אסע לגבעת שמואל, איזה משרד ראשי של חברה או ארגון אוכל לבקר?	1	המשרדים של מדרשת אוריה ממוקמים בגבעת שמואל	מדרשת אוריה
בית אסיה	32.0783,34.7894	32.0783	34.7894	["משרד האוצר","סלקום","טמבור","הרצוג, פוקס, נאמן ושות'"]	["חברות וארגונים"]	אם אסע לבית אסיה, איזה משרד ראשי של חברה או ארגון אוכל לבקר?	3	המשרדים של הרצוג, פוקס, נאמן ושות', משרד עורכי דין ישראלי, ממוקמים בבית אסיה	הרצוג, פוקס, נאמן ושות'
כיכר מסריק	32.07833333,34.77833333	32.07833333	34.77833333		songs			בית קפה של דינוזאורים / ארקדי דוכין - את המילים כתב איש הקולנוע חיים בוזגלו, שהיה שותף בהפקת תקליט הילדים "אחלהזאורים".        "על צלע הר ליד כיכר, יש קפה של דינוזאורים"        השיר נכתב על בית הקפה "תוצרת הארץ" שנמצא עד היום בכיכר מסריק בת"א. האותה התקופה היה הקפה מקום מפגש של אנשי תקשורת ואמנים.	בית קפה של דינוזאורים
בית צבי	32.07840833,34.82171389	32.07840833	34.82171389		songs			לומדת בבית צבי / אורי מור - רוצה להיות כמו סמי הורי, כמו איתי טיראן. רוצה להיות כמו ריטה לדפוק ת'בלאגן. רוצה להיות כמו סמי הורי, כמו מאיה דגן. אולי לצאת עם יודה לוי, לדפוק ת'בלאגן.        כל אלו אכן למדו בבית צבי. סמי הורי התחיל, אבל לא סיים את לימודיו שם.           בית צבי - בית הספר הגבוה לאמנויות הבמה, נוסד ב-1961 על ידי אברהם ונעימה קליר ונוהל על ידי ד"ר חיים גמזו.	לומדת בבית צבי
תיכון ברנר פתח תקווה	32.080175,34.900416	32.080175	34.900416	["שמוליק ברנר","סמדר ברנר","שירלי ברנר","יוסף חיים ברנר"]	["אישים"]	על שם מי קרוי תיכון ברנר פתח תקווה	4	תיכון ברנר פתח תקווה (בית ספר תיכון בפתח תקווה)  קרוי על שם יוסף חיים ברנר	יוסף חיים ברנר
שיכון חזון איש	32.08051111,34.83455	32.08051111	34.83455	["יעקב ריבלין","לוי רבינוביץ","אריאל משעל","אברהם ישעיהו קרליץ"]	["אישים"]	על שם מי קרויה שיכון חזון איש	4	שיכון חזון איש (שכונה בבני ברק)  קרויה על שם אברהם ישעיהו קרליץ	אברהם ישעיהו קרליץ
בני ברק	32.08074,34.8338	32.080740000	34.8338		wiki records			בני ברק - העיר בני ברק הקדומה, שעל שמה קרויה העיר הנוכחית, החלה כיישוב פלשתי בתקופת הברזל ובימי בית ראשון.	בני ברק
בני ברק	32.08174,34.8338	32.081740000	34.8338	["תעש מערכות","ערוץ 7","הפועל רמת-גן גבעתיים","רדיו קול חי"]	["חברות וארגונים"]	המשרדים של איזו מהחברות או מהארגונים הבאים ממוקמים בבני ברק?	5	המשרדים של רדיו קול חי ממוקמים בבני ברק	רדיו קול חי
בני ברק	32.08274,34.8338	32.082740000	34.8338	["מפלגת ש\"ס","יהדות התורה"]	["חברות וארגונים"]	המשרדים של איזו מהחברות או מהארגונים הבאים ממוקמים בבני ברק?	4	המשרדים של יהדות התורה, רשימה וסיעה ישראלית בכנסת, ממוקמים בבני ברק	יהדות התורה
בני ברק	32.08374,34.8338	32.083740000	34.8338	["רמה מסינגר","ענת וקסמן","רונה בקרמן","מיה דגן"]	["אישים"]	מי מהבאים נולד/ה בבני ברק?	4	מיה דגן ('שחקן', 'שחקן תיאטרון', 'מדבב') נולדה בבני ברק בשנת 1975	מיה דגן
בני ברק	32.08474,34.8338	32.084740000	34.8338	["מזור רובוטיקה","המקום הכי חם בגיהנום","מאפיית ברמן","החברה המרכזית לייצור משקאות קלים"]	["חברות וארגונים"]	המשרדים של איזו מהחברות או מהארגונים הבאים ממוקמים בבני ברק?	4	המשרדים של החברה המרכזית לייצור משקאות קלים, יצרנית משקאות ומוצרי חלב ישראלית, ממוקמים בבני ברק	החברה המרכזית לייצור משקאות קלים
בני ברק	32.08574,34.8338	32.085740000	34.8338	["ישי לפידות","עמירן דביר","רועי ידיד","מוטי שטיינמץ"]	["אישים"]	מי מהבאים נולד/ה בבני ברק?	4	מוטי שטיינמץ ('זמר') נולד בבני ברק בשנת 1992	מוטי שטיינמץ
בני ברק	32.08674,34.8338	32.086740000	34.8338	["אברהם אבוטבול","גולן אזולאי","קובי אוז","שולי רנד"]	["אישים"]	מי מהבאים נולד/ה בבני ברק?	4	שולי רנד ('תסריטאי', 'שחקן', 'מלחין', 'זמר', 'פזמונאי', 'שחקן תיאטרון') נולד בבני ברק בשנת 1962	שולי רנד
בני ברק	32.08774,34.8338	32.087740000	34.8338	["יובל זמיר","שמעון כהן (מדבב)","אורי יניב","אורי גבריאל"]	["אישים"]	מי מהבאים נולד/ה בבני ברק?	4	אורי גבריאל ('שחקן', 'שחקן תיאטרון', 'במאי קולנוע', 'שחקן קולנוע', 'מדבב') נולד בבני ברק בשנת 1955	אורי גבריאל
בני ברק	32.08874,34.8338	32.088740000	34.8338	["סנהדרין","פרטנר תקשורת","נייס מערכות","לאומי קארד"]	["חברות וארגונים"]	המשרדים של איזו מהחברות או מהארגונים הבאים ממוקמים בבני ברק?	3	המשרדים של לאומי קארד, חברת אשראי ישראלית, ממוקמים בבני ברק	לאומי קארד
בני ברק	32.08974,34.8338	32.089740000	34.8338	["יצחק דוד גרוסמן","יהודה משי זהב","דב לאוטמן","אלימלך פירר"]	["אישים"]	מי מהבאים נולד/ה בבני ברק?	3	אלימלך פירר ('רב', 'פעיל חברתי') נולד בבני ברק בשנת 1954	אלימלך פירר
בני ברק	32.09074,34.8338	32.090740000	34.8338	["שחר צוברי","גידי קליגר","נמרוד שפירא בר אור","אריק זאבי"]	["אישים"]	מי מהבאים נולד/ה בבני ברק?	3	אריק זאבי ("ג'ודוקא") נולד בבני ברק בשנת 1977	אריק זאבי
בני ברק	32.09174,34.8338	32.091740000	34.8338	["אליעזר מלמד","זלמן ברוך מלמד","יעקב אלעזר כהנא שפירא","משה בלייכר"]	["אישים"]	מי מהבאים נולד/ה בבני ברק?	2	משה בלייכר ('רב') נולד בבני ברק בשנת 1954	משה בלייכר
בני ברק	32.09274,34.8338	32.092740000	34.8338	["חיל הים","קווים","טמפו משקאות","הוצאת הקיבוץ המאוחד"]	["חברות וארגונים"]	אם אסע לבני ברק, איזה משרד ראשי של חברה או ארגון אוכל לבקר?	3	המשרדים של הוצאת הקיבוץ המאוחד ממוקמים בבני ברק	הוצאת הקיבוץ המאוחד
בני ברק	32.09374,34.8338	32.093740000	34.8338	["יובל סטופל","שיבי קלר","אורי אדלר","דודי קאליש"]	["אישים"]	מי מהבאים נולד/ה בבני ברק?	2	דודי קאליש ('זמר') נולד בבני ברק בשנת 1978	דודי קאליש
בני ברק	32.09474,34.8338	32.094740000	34.8338	["חיים אדלר (חזן)","יעקב רוזנפלד","אבנר כץ","יצחק מאיר הלפגוט"]	["אישים"]	מי מהבאים נולד/ה בבני ברק?	2	יצחק מאיר הלפגוט ('חזן') נולד בבני ברק בשנת 1969	יצחק מאיר הלפגוט
בני ברק	32.09574,34.8338	32.095740000	34.8338	["יוסף נבון","טדי שגיא","חיים קופמן","אבי כץ"]	["אישים"]	מי מהבאים נולד/ה בבני ברק?	2	אבי כץ ('איש עסקים') נולד בבני ברק בשנת 1962	אבי כץ
בני ברק	32.09674,34.8338	32.096740000	34.8338	["משה לוינגר","ראאד סלאח","ישראל אריאל","דניאלה וייס"]	["אישים"]	מי מהבאים נולד/ה בבני ברק?	2	דניאלה וייס ('פוליטיקאי') נולדה בבני ברק בשנת 1945	דניאלה וייס
בני ברק	32.09774,34.8338	32.097740000	34.8338	["יוסף אגסי","יגאל אריאל","משה קליין","טוביה טננבום"]	["אישים"]	מי מהבאים נולד/ה בבני ברק?	2	טוביה טננבום ('סופר', 'מחזאי', 'עיתונאי', 'במאי תיאטרון') נולד בבני ברק בשנת 1957	טוביה טננבום
בני ברק	32.09874,34.8338	32.098740000	34.8338	["מרדכי גרוס","דן סגל","איתמר גרבוז","אשר אריאלי"]	["אישים"]	מי מהבאים נולד/ה בבני ברק?	2	אשר אריאלי ('רב') נולד בבני ברק בשנת 1957	אשר אריאלי
בני ברק	32.09974,34.8338	32.099740000	34.8338	["ישי לפידות","איציק דדיה","רועי ידיד","יונתן שינפלד"]	["אישים"]	מי מהבאים נולד/ה בבני ברק?	2	יונתן שינפלד ('זמר') נולד בבני ברק בשנת 1996	יונתן שינפלד
בני ברק	32.10074,34.8338	32.100740000	34.8338	["ערן ריקליס","שלומי אלקבץ","יוסי מדמוני","דינה פרלשטיין"]	["אישים"]	מי מהבאים נולד/ה בבני ברק?	2	דינה פרלשטיין נולדה בבני ברק בשנת 1966	דינה פרלשטיין
